title,speaker,month,year,session,url,tags,excerpt
"Statistical Report, 2014",Brook P. Hales Secretary,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/statistical-report-2014?lang=eng,,
Stay by the Tree,Kevin W. Pearson,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/stay-by-the-tree?lang=eng,,
The Comforter,Henry B. Eyring,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-comforter?lang=eng,,
The Eternal Perspective of the Gospel,Rafael E. Pino,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-eternal-perspective-of-the-gospel?lang=eng,,
The Family Is of God,Carole M. Stephens,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-family-is-of-god?lang=eng,,
The Gift of Grace,Dieter F. Uchtdorf,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-gift-of-grace?lang=eng,,
The Greatest Generation of Young Adults,M. Russell Ballard,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-greatest-generation-of-young-adults?lang=eng,,
The Lord Is My Light,Quentin L. Cook,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-lord-is-my-light?lang=eng,,
The Music of the Gospel,Wilford W. Andersen,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-music-of-the-gospel?lang=eng,,
The Parable of the Sower,Dallin H. Oaks,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-parable-of-the-sower?lang=eng,,
The Plan of Happiness,Boyd K. Packer President,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-plan-of-happiness?lang=eng,,
The Priesthooda Sacred Gift,Thomas S. Monson President,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-priesthood-a-sacred-gift?lang=eng,,
The Sabbath Is a Delight,Russell M. Nelson,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-sabbath-is-a-delight?lang=eng,,
The Sustaining of Church Officers,Dieter F. Uchtdorf,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/the-sustaining-of-church-officers?lang=eng,,
Therefore They Hushed Their Fears,David A. Bednar,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/therefore-they-hushed-their-fears?lang=eng,,
Thy Kingdom Come,Neil L. Andersen,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/thy-kingdom-come?lang=eng,,
Truly Good and without Guile,Michael T. Ringwood,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/truly-good-and-without-guile?lang=eng,,
Waiting for the Prodigal,Brent H. Nielson,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/waiting-for-the-prodigal?lang=eng,,
Well Ascend Together,Linda K. Burton,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/well-ascend-together?lang=eng,,
"Where Justice, Love, and Mercy Meet",Jeffrey R. Holland,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/where-justice-love-and-mercy-meet?lang=eng,,
Why Marriage and Family MatterEverywhere in the World,L. Tom Perry,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/why-marriage-and-family-matter-everywhere-in-the-world?lang=eng,,
"Why Marriage, Why Family",D. Todd Christofferson,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/why-marriage-why-family?lang=eng,,
"Yes, We Can and Will Win!",Ulisses Soares,April,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/04/yes-we-can-and-will-win?lang=eng,,
A Plea to My Sisters,Russell M. Nelson President,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/a-plea-to-my-sisters?lang=eng,,
A Summer with Great-Aunt Rose,Dieter F. Uchtdorf,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/a-summer-with-great-aunt-rose?lang=eng,,
Be an Example and a Light,Thomas S. Monson President,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/be-an-example-and-a-light?lang=eng,,
"Be Not Afraid, Only Believe",Dieter F. Uchtdorf,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/be-not-afraid-only-believe?lang=eng,,
Behold Thy Mother,Jeffrey R. Holland,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/behold-thy-mother?lang=eng,,
Blessed and Happy Are Those Who Keep the Commandments of God,Von G. Keetch,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/blessed-and-happy-are-those-who-keep-the-commandments-of-god?lang=eng,,
Choose the Light,Vern P. Stanfill,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/choose-the-light?lang=eng,,
Chosen to Bear Testimony of My Name,David A. Bednar,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/chosen-to-bear-testimony-of-my-name?lang=eng,,
Discovering the Divinity Within,Rosemary M. Wixom,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/discovering-the-divinity-within?lang=eng,,
Eyes to See and Ears to Hear,Kim B. Clark,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/eyes-to-see-and-ears-to-hear?lang=eng,,
"Faith Is Not by Chance, but by Choice",Neil L. Andersen,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/faith-is-not-by-chance-but-by-choice?lang=eng,,
God Is at the Helm,M. Russell Ballard,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/god-is-at-the-helm?lang=eng,,
Here to Serve a Righteous Cause,Carol F. McConkie,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/here-to-serve-a-righteous-cause?lang=eng,,
Hold on Thy Way,Koichi Aoyagi,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/hold-on-thy-way?lang=eng,,
I Stand All Amazed,Ronald A. Rasband,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/i-stand-all-amazed?lang=eng,,
"If Ye Love Me, Keep My Commandments",Carole M. Stephens,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/if-ye-love-me-keep-my-commandments?lang=eng,,
It Works Wonderfully!,Dieter F. Uchtdorf,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/it-works-wonderfully?lang=eng,,
Its Never Too Early and Its Never Too Late,Bradley D. Foster,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/its-never-too-early-and-its-never-too-late?lang=eng,,
Keep the Commandments,Thomas S. Monson President,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/keep-the-commandments?lang=eng,,
Let the Clarion Trumpet Sound,Gregory A. Schwitzer,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/let-the-clarion-trumpet-sound?lang=eng,,
Meeting the Challenges of Todays World,Robert D. Hales,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/meeting-the-challenges-of-todays-world?lang=eng,,
My Heart Pondereth Them Continually,Devin G. Durrant,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/my-heart-pondereth-them-continually?lang=eng,,
Plain and Precious Truths,Gary E. Stevenson,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/plain-and-precious-truths?lang=eng,,
Remembering in Whom We Have Trusted,Allen D. Haynie,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/remembering-in-whom-we-have-trusted?lang=eng,,
Shipshape and Bristol Fashion: Be Temple Worthyin Good Times and Bad Times,Quentin L. Cook,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/shipshape-and-bristol-fashion-be-temple-worthy-in-good-times-and-bad-times?lang=eng,,
Strengthened by the Atonement of Jesus Christ,Dallin H. Oaks,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/strengthened-by-the-atonement-of-jesus-christ?lang=eng,,
Tested and Temptedbut Helped,Hugo Montoya,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/tested-and-tempted-but-helped?lang=eng,,
That They Do Always Remember Him,Claudio R. M. Costa,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/that-they-do-always-remember-him?lang=eng,,
The Holy Ghost as Your Companion,Henry B. Eyring,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-holy-ghost-as-your-companion?lang=eng,,
The Joy of Living a Christ-Centered Life,Richard J. Maynes,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-joy-of-living-a-christ-centered-life?lang=eng,,
The Pleasing Word of God,Francisco J. Vias,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-pleasing-word-of-god?lang=eng,,
The Sustaining of Church Officers,Henry B. Eyring,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/the-sustaining-of-church-officers?lang=eng,,
Through Gods Eyes,Dale G. Renlund,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/through-gods-eyes?lang=eng,,
Turn to Him and Answers Will Come,James B. Martino,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/turn-to-him-and-answers-will-come?lang=eng,,
What Lack I Yet?,Larry R. Lawrence,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/what-lack-i-yet?lang=eng,,
Why the Church,D. Todd Christofferson,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/why-the-church?lang=eng,,
Worthy of Our Promised Blessings,Linda S. Reeves,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/worthy-of-our-promised-blessings?lang=eng,,
Yielding Our Hearts to God,Neill F. Marriott,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/yielding-our-hearts-to-god?lang=eng,,
You Are Not Alone in the Work,Henry B. Eyring,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/you-are-not-alone-in-the-work?lang=eng,,
Your Next Step,Randall K. Bennett,October,2015,,https://www.churchofjesuschrist.org/study/general-conference/2015/10/your-next-step?lang=eng,,
